"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"654","BR","National","2001","AIDS cases - bisexual","H","M","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Preliminary.  Distribution by age is provided.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","1","0","-1.00","N/A","","","-1"
"608","BR","National","1980-1994","Cumulative AIDS cases - hemophiliac","T","B","ALL","B0637","Reported between 1980 - 1994.  Age 0-12 yrs.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","236","0","-1.00","N/A","","","-1"
"644","BR","National","1999","AIDS cases - transfusion","T","B","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Distribution by age is provided.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","7","0","-1.00","N/A","","","-1"
"595","BR","National","2006","AIDS cases - heterosexual","O","M","ALL","B0637","Jan. - 30 June 06.  Age 13+.  Preliminary.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","1,541","0","-1.00","N/A","","","-1"
"387","BR","Rio de Janeiro state","1985-2005","Cumulative AIDS deaths","O","B","ALL","B0637","Reported between 1985 - 2005.  Distribution by year given in text.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","30,955","-1.00","N/A","","","-1"
"385","BR","Minas Gerais state","1985-2005","Cumulative AIDS deaths","O","B","ALL","B0637","Reported between 1985 - 2005.  Distribution by year given in text.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","11,781","-1.00","N/A","","","-1"
"400","BR","National","1989","AIDS deaths","O","M","ALL","B0637","Calendar year data.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","2,840","-1.00","N/A","","","-1"
"391","BR","Rio Grande do Sul state","1985-2005","Cumulative AIDS deaths","O","B","ALL","B0637","Reported between 1985 - 2005.  Distribution by year given in text.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","15,256","-1.00","N/A","","","-1"
"419","BR","National","1986","AIDS deaths","O","F","ALL","B0637","Calendar year data.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","22","-1.00","N/A","","","-1"
"427","BR","National","1994","AIDS deaths","O","F","ALL","B0637","Calendar year data.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","2,790","-1.00","N/A","","","-1"
"1","BR","National","1998-2008","Cumulative AIDS cases & deaths","O","M","ALL","M1528","Men having sex w/ men (MSM).","R","Brazil","Malta, M., M. M. Magnanini, A. Perisse, et al.",2012,"Continuous Improvement of HAART in Brazil, 1998-2008: A Nationwide Assessment of Survival after AIDS Diagnosis among Men Who . ..","XIX International AIDS Conference, Washington, DC, USA, 7/22-27, Abstract MoPe127.","AIDS","50,683","10,326","-1.00","N/A","","","-1"
"416","BR","National","2004","AIDS deaths","O","M","ALL","B0637","Calendar year data.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","7,458","-1.00","N/A","","","-1"
"594","BR","National","2006","AIDS cases - bisexual","H","M","ALL","B0637","Jan. - 30 June 06.  Age 13+.  Preliminary.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","380","0","-1.00","N/A","","","-1"
"1","BR","Rio de Janeiro","1989","AIDS cases","O","B","ALL","K0066","Updated count for 1989.","R","Brazil","Koifmen, R. J., G. T. R. Monteiro, R. Rodrigues, et al.",1990,"Epidemiological Characteristics of AIDS in Women in Rio de Janeiro, Brazil","VI International Conference on AIDS, San Francisco, 6/20-24, Abstract Th.C.714.","AIDS","30","0","-1.00","N/A","","","-1"
"31","BR","Acre state","1988","Cumulative AIDS cases","O","B","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","3","0","-1.00","N/A","","","-1"
"49","BR","Rio Grande do Norte state","1989","Cumulative AIDS cases","O","B","ALL","M0070","Reported as of 29 Apr. 89.","R","Brazil","Ministerio de Saude",1989,"""Children and Adolescents at Risk"" Recommendation of XI Meeting of National Comission on the Control of AIDS","Boletim Epidemiologico AIDS, year 2, no. 10, pp. 1-8.","AIDS","34","0","-1.00","N/A","","","-1"
"1","BR","Sao Paulo","1988","Cumulative AIDS cases","O","B","ALL","T0017","Reported as of 1 Dec. 88.","R","Brazil","Teixeira, P., L. Lanrindo, M. Gianna, et al.",1989,"How an AIDS Patient Manages HIR Life - A Study of Seropositives to HIV Patients in Sao Paulo City","V International Conference on AIDS, Montreal, 6/4-9, Abstract D. 540.","AIDS","3,213","0","-1.00","N/A","","","-1"
"668","BR","National","2003","AIDS cases - bisexual","H","M","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Preliminary.  Distribution by age is provided.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","2","0","-1.00","N/A","","","-1"
"520","BR","National","1999","AIDS cases - hemophiliac","T","M","ALL","B0637","Calendar year data.  Age 13+.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","23","0","-1.00","N/A","","","-1"
"52","BR","Sao Paulo state","1988","Cumulative AIDS cases","O","B","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","2,401","0","-1.00","N/A","","","-1"
"8","BR","National","1988","Cumulative AIDS cases - homosexual","H","M","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","1,793","0","-1.00","N/A","","","-1"
"2","BR","Rondonia state","1980-2006","Cumulative AIDS cases","O","B","ALL","B0637","Reported between 1980 - 30 June 06.  Distribution by year is given in text.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","1,607","0","-1.00","N/A","","","-1"
"674","BR","National","2004","AIDS cases - homosexual","H","M","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Preliminary.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","2","0","-1.00","N/A","","","-1"
"892","BR","National","1980-2006","Cumulative AIDS cases","O","F","ALL","B0637","Reported between 1980 - 30 June 06.  Distribution by year, risk group is provided & by age given in text.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","142,138","0","-1.00","N/A","","","-1"
"2","BR","National","1992","Cumulative AIDS cases - perinatal","C","M","ALL","M0335","Reported as of 1 Apr. 92.","R","Brazil","Ministerio de Saude",1992,"Vigilancia Sentinela da Infeccao HIV no Rio Grande do Sul-Resultados do Primeiro Estudo Transversal","Boletim Epidemiologico AIDS, year 5, no. 6, pp. 1-16.","AIDS","281","0","-1.00","N/A","","","-1"
"1","BR","Sao Paula state","1999","Cumulative AIDS cases","O","B","ALL","B0783","","R","Brazil","Brazil Ministerio da Saude",2003,"A Contribuicao dos Estudos Multicentricos frente a Epidemia de HIV/AIDS entre Usuarios de Drogas Injetaveis (UDI) no Brasil, . ..","Ministerio da Saude, Brazil, report, <http://www.aids.gov.br>, accessed on Decmeber 15, 2010.","AIDS","79,634","0","-1.00","N/A","","","-1"
"508","BR","National","1998","AIDS cases - IVDU","I","M","ALL","B0637","Calendar year data.  Age 13+.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","3,826","0","-1.00","N/A","","","-1"
"553","BR","National","2002","AIDS cases - hemophiliac","T","M","ALL","B0637","Calendar year data.  Age 13+.  Preliminary.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","19","0","-1.00","N/A","","","-1"
"66","BR","Roraima state","1993","Cumulative AIDS cases","O","B","ALL","M0336","Reported as of 4 Sept. 93.","R","Brazil","Ministerio de Saude",1993,"Dia Mundial de Luta Contra a AIDS","Boletim Epidemiologica AIDS, year 6, no. 8, pp. 1-15.","AIDS","36","0","-1.00","N/A","","","-1"
"646","BR","National","2000","AIDS cases - homosexual","H","M","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Preliminary.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","1","0","-1.00","N/A","","","-1"
"64","BR","Rio de Janeiro state","1993","Cumulative AIDS cases","O","B","ALL","M0336","Reported as of 4 Sept. 93.","R","Brazil","Ministerio de Saude",1993,"Dia Mundial de Luta Contra a AIDS","Boletim Epidemiologica AIDS, year 6, no. 8, pp. 1-15.","AIDS","6,170","0","-1.00","N/A","","","-1"
"62","BR","Rio Grande do Norte state","1993","Cumulative AIDS cases","O","B","ALL","M0336","Reported as of 4 Sept. 93.","R","Brazil","Ministerio de Saude",1993,"Dia Mundial de Luta Contra a AIDS","Boletim Epidemiologica AIDS, year 6, no. 8, pp. 1-15.","AIDS","185","0","-1.00","N/A","","","-1"
"46","BR","Paraiba state","1992","Cumulative AIDS cases","O","B","ALL","M0335","Reported as of 1 Apr. 92.","R","Brazil","Ministerio de Saude",1992,"Vigilancia Sentinela da Infeccao HIV no Rio Grande do Sul-Resultados do Primeiro Estudo Transversal","Boletim Epidemiologico AIDS, year 5, no. 6, pp. 1-16.","AIDS","105","0","-1.00","N/A","","","-1"
"637","BR","National","1998","AIDS cases - transfusion","T","B","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Distribution by age is provided.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","8","0","-1.00","N/A","","","-1"
"519","BR","National","1999","AIDS cases - IVDU","I","M","ALL","B0637","Calendar year data.  Age 13+.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","3,107","0","-1.00","N/A","","","-1"
"13","BR","National","1988","Cumulative AIDS cases","O","B","ALL","D0076","Reported as of 30 July 88.  Distribution by state, risk group, & age distribution is provided.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","3,952","0","-1.00","N/A","","","-1"
"49","BR","Piaui state","1992","Cumulative AIDS cases","O","B","ALL","M0335","Reported as of 1 Apr. 92.","R","Brazil","Ministerio de Saude",1992,"Vigilancia Sentinela da Infeccao HIV no Rio Grande do Sul-Resultados do Primeiro Estudo Transversal","Boletim Epidemiologico AIDS, year 5, no. 6, pp. 1-16.","AIDS","78","0","-1.00","N/A","","","-1"
"632","BR","National","1998","AIDS cases - homosexual","H","M","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Distribution by age is provided.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","0","-1.00","N/A","","","-1"
"8","BR","Sao Paulo","1998","AIDS deaths","O","M","ALL","D0526","Calendar year data.","R","Brazil","de Brito, A. M., E. A. de Castilho, C. L. Szwarcwald",2000,"AIDS and HIV Infection in Brazil: A Multifaceted Epidemic","Revista da Sociedade Brasileira de Medicina Tropical, vol. 34, no. 2, pp. 207-217.","AIDS","N/A","778","-1.00","N/A","","","-1"
"47","BR","Pernambuco state","1988","Cumulative AIDS cases","O","B","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","99","0","-1.00","N/A","","","-1"
"9","BR","Sao Paulo","1999","AIDS deaths","O","M","ALL","D0526","Calendar year data.","R","Brazil","de Brito, A. M., E. A. de Castilho, C. L. Szwarcwald",2000,"AIDS and HIV Infection in Brazil: A Multifaceted Epidemic","Revista da Sociedade Brasileira de Medicina Tropical, vol. 34, no. 2, pp. 207-217.","AIDS","N/A","681","-1.00","N/A","","","-1"
"48","BR","Piaui state","1988","Cumulative AIDS cases","O","B","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","7","0","-1.00","N/A","","","-1"
"423","BR","National","1990","AIDS deaths","O","F","ALL","B0637","Calendar year data.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","750","-1.00","N/A","","","-1"
"3","BR","Rio de Janeiro","1987","AIDS cases","O","B","ALL","K0066","Calendar year data.","R","Brazil","Koifmen, R. J., G. T. R. Monteiro, R. Rodrigues, et al.",1990,"Epidemiological Characteristics of AIDS in Women in Rio de Janeiro, Brazil","VI International Conference on AIDS, San Francisco, 6/20-24, Abstract Th.C.714.","AIDS","35","0","-1.00","N/A","","","-1"
"417","BR","National","2005","AIDS deaths","O","M","ALL","B0637","Calendar year data.  Preliminary.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","7,312","-1.00","N/A","","","-1"
"51","BR","Rio de Janeiro state","1988","Cumulative AIDS cases","O","B","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","661","0","-1.00","N/A","","","-1"
"1","BR","National","1992","Cumulative AIDS cases - perinatal","C","F","ALL","M0335","Reported as of 1 Apr. 92.","R","Brazil","Ministerio de Saude",1992,"Vigilancia Sentinela da Infeccao HIV no Rio Grande do Sul-Resultados do Primeiro Estudo Transversal","Boletim Epidemiologico AIDS, year 5, no. 6, pp. 1-16.","AIDS","297","0","-1.00","N/A","","","-1"
"617","BR","National","1995","AIDS cases - perinatal","C","B","ALL","B0637","Calendar year data.  Age 0-12 yrs.  Distribution by age is provided.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","849","0","-1.00","N/A","","","-1"
"10","BR","Piaui state","1980-2006","Cumulative AIDS cases","O","B","ALL","B0637","Reported between 1980 - 30 June 06.  Distribution by year is given in text.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","2,023","0","-1.00","N/A","","","-1"
"406","BR","National","1994","AIDS deaths","O","M","ALL","B0637","Calendar year data.","R","Brazil","Brasilia Ministerio de Saude",2006,"Boletim Epidemiologico AIDS e DST","Boltim Epidemiologico AIDS e DST, ano III, no. 1, janeiro a junho.","AIDS","0","10,582","-1.00","N/A","","","-1"
"38","BR","Espirito Santo state","1988","Cumulative AIDS cases","O","B","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","32","0","-1.00","N/A","","","-1"
"28","BR","National","1988","Cumulative AIDS cases - others","O","M","ALL","D0076","Reported as of 30 July 88.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","276","0","-1.00","N/A","","","-1"
"29","BR","National","1988","Cumulative AIDS cases - transfusion","T","F","ALL","D0076","Reported as of 30 July 88.  All blood/blood products recipients.","R","Brazil","De Macedo Rodrigues, L. G., P. Chequer",1989,"AIDS in Brazil, 1982-1988","Bulletin of the Pan American Health Organization, vol. 23, no. 1-2, pp. 30-34.","AIDS","94","0","-1.00","N/A","","","-1"
"1","BR","National","1988","Cumulative AIDS cases - perinatal","C","F","ALL","D0036","Reported as of 28 May 88.","R","Brazil","DeBarros, A. O. L., G. Levi",1988,"AIDS: Ethical Aspects","Boletim Epidemiologico AIDS, vol. 1, no. 11, pp. 1-8.","AIDS","15","0","-1.00","N/A","","","-1"
