"type","region","district","ward","village","population","in shapefile"
"village","Morogoro","Kilosa","Magubike","Chaumbele B",425,"n"
"village","Morogoro","Kilosa","Magubike","Magubike",6176,"n"
"ward","Morogoro","Kilosa","Mamboya","",28710,"y"
"village","Morogoro","Kilosa","Mamboya","Mamboya",2620,"n"
"village","Morogoro","Kilosa","Mamboya","Nyangala",2369,"n"
"village","Morogoro","Kilosa","Mamboya","Uponela",2860,"n"
"village","Morogoro","Kilosa","Mamboya","Kitange I",3772,"n"
"village","Morogoro","Kilosa","Mamboya","Kitange II",5320,"n"
"village","Morogoro","Kilosa","Mamboya","Mtumbatu",8007,"n"
"village","Morogoro","Kilosa","Mamboya","Machatu",2289,"n"
"village","Morogoro","Kilosa","Mamboya","Mwisini",1473,"n"
"ward","Morogoro","Kilosa","Dumila","",21288,"y"
"village","Morogoro","Kilosa","Dumila","Mkundi",1310,"n"
"village","Morogoro","Kilosa","Dumila","Dumila",18357,"n"
"village","Morogoro","Kilosa","Dumila","Kwambe",1622,"n"
"ward","Morogoro","Kilosa","Magole","",20954,"y"
"village","Morogoro","Kilosa","Magole","Mandera",2858,"n"
"village","Morogoro","Kilosa","Magole","Mabana",4776,"n"
"village","Morogoro","Kilosa","Magole","Mbigili",6032,"n"
"village","Morogoro","Kilosa","Magole","Magole",7288,"n"
"ward","Morogoro","Kilosa","Msowero","",29361,"y"
"village","Morogoro","Kilosa","Msowero","Mhowe",1167,"n"
"village","Morogoro","Kilosa","Msowero","Makwambe",2589,"n"
"village","Morogoro","Kilosa","Msowero","Msowero",10749,"n"
"village","Morogoro","Kilosa","Msowero","Mambegwa",5222,"n"
"village","Morogoro","Kilosa","Msowero","Mvumi",9634,"n"
"ward","Morogoro","Kilosa","Rudewa","",18352,"y"
"village","Morogoro","Kilosa","Rudewa","Twatwatwa",3166,"n"
"village","Morogoro","Kilosa","Rudewa","Rudewa Mbuyuni",3627,"n"
"village","Morogoro","Kilosa","Rudewa","Peapea",2113,"n"
"village","Morogoro","Kilosa","Rudewa","Rudewa Batini",4876,"n"
"village","Morogoro","Kilosa","Rudewa","Gongoni",2900,"n"
"village","Morogoro","Kilosa","Rudewa","Unone",1670,"n"
"ward","Morogoro","Kilosa","Chanzulu","",12229,"y"
"village","Morogoro","Kilosa","Chanzulu","Chanzulu",3617,"n"
"village","Morogoro","Kilosa","Chanzulu","Ilonga",6039,"n"
"village","Morogoro","Kilosa","Chanzulu","Idete",1735,"n"
"village","Morogoro","Kilosa","Chanzulu","Mfuluni",838,"n"
"ward","Morogoro","Kilosa","Kimamba A","",6079,"n"
"village","Morogoro","Kilosa","Kimamba A","Kimamba A",6079,"n"
"ward","Morogoro","Kilosa","Kimamba B","",5967,"n"
"village","Morogoro","Kilosa","Kimamba B","Kimamba B",5967,"n"
"ward","Morogoro","Kilosa","Mbumi","",4540,"y"
"village","Morogoro","Kilosa","Mbumi","Mbumi B",2164,"n"
"village","Morogoro","Kilosa","Mbumi","Mbumi A",2376,"n"
"ward","Morogoro","Kilosa","Mkwatani","",12428,"y"
"village","Morogoro","Kilosa","Mkwatani","Manzese A",2560,"n"
"village","Morogoro","Kilosa","Mkwatani","Manzese B",3685,"n"
"village","Morogoro","Kilosa","Mkwatani","Mtendeni A",1996,"n"
"village","Morogoro","Kilosa","Mkwatani","Mtendeni B",1155,"n"
"village","Morogoro","Kilosa","Mkwatani","Mkwatani A",1239,"n"
"village","Morogoro","Kilosa","Mkwatani","Kichangani",1794,"n"
"ward","Morogoro","Kilosa","Magomeni","",11998,"y"
"village","Morogoro","Kilosa","Magomeni","Mkadage",1299,"n"
"village","Morogoro","Kilosa","Magomeni","Mbwamaji",3852,"n"
"village","Morogoro","Kilosa","Magomeni","Kiyangayanga",2187,"n"
"village","Morogoro","Kilosa","Magomeni","Rose",3589,"n"
"village","Morogoro","Kilosa","Magomeni","Kikulo",181,"n"
"village","Morogoro","Kilosa","Magomeni","Masungu Kati",280,"n"
"village","Morogoro","Kilosa","Magomeni","Masugu Juu",210,"n"
"village","Morogoro","Kilosa","Magomeni","Masugu Mitalulani",399,"n"
"ward","Morogoro","Kilosa","Kasiki","",5459,"y"
"village","Morogoro","Kilosa","Kasiki","Mlimani Boma",1900,"n"
"village","Morogoro","Kilosa","Kasiki","Kasiki",1046,"n"
"village","Morogoro","Kilosa","Kasiki","Behewa",2513,"n"
"ward","Morogoro","Kilosa","Mabwerebwere","",7155,"y"
"village","Morogoro","Kilosa","Mabwerebwere","Kondoa",1564,"n"
"village","Morogoro","Kilosa","Mabwerebwere","Kibaoni",2218,"n"
"village","Morogoro","Kilosa","Mabwerebwere","Mamoyo",1307,"n"
"village","Morogoro","Kilosa","Mabwerebwere","Muungano",2066,"n"
"ward","Morogoro","Kilosa","Kilangali","",10679,"y"
"village","Morogoro","Kilosa","Kilangali","Kilangali",3342,"n"
"village","Morogoro","Kilosa","Kilangali","Kiduhi",818,"n"
"village","Morogoro","Kilosa","Kilangali","Mbamba",2062,"n"
"village","Morogoro","Kilosa","Kilangali","Kivungu",4457,"n"
"ward","Morogoro","Kilosa","Mikumi","",19977,"y"
"village","Morogoro","Kilosa","Mikumi","Ihombwe",2208,"n"
"village","Morogoro","Kilosa","Mikumi","Msimba",3201,"n"
"village","Morogoro","Kilosa","Mikumi","Mikumi",14568,"n"
"ward","Morogoro","Kilosa","Ruhembe","",15198,"y"
"village","Morogoro","Kilosa","Ruhembe","Ruhembe",5591,"n"
"village","Morogoro","Kilosa","Ruhembe","Kidogo Basi",2907,"n"
"village","Morogoro","Kilosa","Ruhembe","Kitete Msindazi",3681,"n"
"village","Morogoro","Kilosa","Ruhembe","Kihelezo",3019,"n"
"ward","Morogoro","Kilosa","Kidodi","",9106,"y"
"village","Morogoro","Kilosa","Kidodi","Lumango",1649,"n"
"village","Morogoro","Kilosa","Kidodi","Msowero",1976,"n"
"village","Morogoro","Kilosa","Kidodi","Iwemba",2150,"n"
"village","Morogoro","Kilosa","Kidodi","Tundu",3332,"n"
"ward","Morogoro","Kilosa","Vidunda","",11698,"y"
"village","Morogoro","Kilosa","Vidunda","Udung`hu",4682,"n"
"village","Morogoro","Kilosa","Vidunda","Vidunda",3489,"n"
"village","Morogoro","Kilosa","Vidunda","Chonwe",3526,"n"
"ward","Morogoro","Kilosa","Malolo","",10750,"y"
"village","Morogoro","Kilosa","Malolo","Mgogozi",1397,"n"
"village","Morogoro","Kilosa","Malolo","Chabi",1767,"n"
"village","Morogoro","Kilosa","Malolo","Malolo A",3111,"n"
"village","Morogoro","Kilosa","Malolo","Malolo B",4475,"n"
"ward","Morogoro","Kilosa","Kisanga","",14311,"y"
"village","Morogoro","Kilosa","Kisanga","Madizini",2102,"n"
"village","Morogoro","Kilosa","Kisanga","Msolwa",6404,"n"
"village","Morogoro","Kilosa","Kisanga","Kisanga",5805,"n"
"ward","Morogoro","Kilosa","Uleling`ombe","",4095,"n"
"village","Morogoro","Kilosa","Uleling`ombe","Uleling`ombe",2326,"n"
"village","Morogoro","Kilosa","Uleling`ombe","Mlunga",1769,"n"
"ward","Morogoro","Kilosa","Ulaya","",17354,"y"
"village","Morogoro","Kilosa","Ulaya","Nyameni",3480,"n"
"village","Morogoro","Kilosa","Ulaya","Ulaya Mbuyuni",1650,"n"
"village","Morogoro","Kilosa","Ulaya","Ulaya Kibaoni",5214,"n"
"village","Morogoro","Kilosa","Ulaya","Ilakala",3267,"n"
"village","Morogoro","Kilosa","Ulaya","Mhenda",3744,"n"
"ward","Morogoro","Kilosa","Zombo","",9982,"y"
"village","Morogoro","Kilosa","Zombo","Zombolumbo",3068,"n"
"village","Morogoro","Kilosa","Zombo","Kigunga",1277,"n"
"village","Morogoro","Kilosa","Zombo","Madudumizi",3882,"n"
"village","Morogoro","Kilosa","Zombo","Nyali",1755,"n"
"ward","Morogoro","Kilosa","Lumuma","",13221,"y"
"village","Morogoro","Kilosa","Lumuma","Ibingu",1444,"n"
"village","Morogoro","Kilosa","Lumuma","Msowero",1982,"n"
"village","Morogoro","Kilosa","Lumuma","Mnozi",1966,"n"
"village","Morogoro","Kilosa","Lumuma","Lumuma",3760,"n"
"village","Morogoro","Kilosa","Lumuma","Mkung`hulu",2598,"n"
"village","Morogoro","Kilosa","Lumuma","Kibasigwa",521,"n"
"village","Morogoro","Kilosa","Lumuma","Lunenzi",951,"n"
"ward","Morogoro","Kilosa","Masanze","",7890,"y"
"village","Morogoro","Kilosa","Masanze","Munisagara",1587,"n"
"village","Morogoro","Kilosa","Masanze","Changarawe",3229,"n"
"village","Morogoro","Kilosa","Masanze","Dodoma_Isanga",1663,"n"
"village","Morogoro","Kilosa","Masanze","Chabima",1412,"n"
"ward","Morogoro","Kilosa","Kidete","",11329,"y"
"village","Morogoro","Kilosa","Kidete","Luwemba",1984,"n"
"village","Morogoro","Kilosa","Kidete","Mzaganza",1469,"n"
"village","Morogoro","Kilosa","Kidete","Mwasa",1355,"n"
"village","Morogoro","Kilosa","Kidete","Kidete",3541,"n"
"village","Morogoro","Kilosa","Kidete","Kitati",1697,"n"
"village","Morogoro","Kilosa","Kidete","Kikundi",1284,"n"
"ward","Morogoro","Kilosa","Lumbiji","",6891,"y"
"village","Morogoro","Kilosa","Lumbiji","Lumbiji",3660,"n"
"village","Morogoro","Kilosa","Lumbiji","Kisongwe",3231,"n"
"ward","Morogoro","Kilosa","Kitete","",10247,"y"
"village","Morogoro","Kilosa","Kitete","Madudu",1926,"n"
"village","Morogoro","Kilosa","Kitete","Mfulu",2761,"n"
"village","Morogoro","Kilosa","Kitete","Kitete",2738,"n"
"village","Morogoro","Kilosa","Kitete","Mabwegere",2238,"n"
"village","Morogoro","Kilosa","Kitete","Kife",584,"n"
"ward","Morogoro","Kilosa","Madoto","",3570,"y"
"village","Morogoro","Kilosa","Madoto","Mkata Station",680,"n"
"village","Morogoro","Kilosa","Madoto","Mbwade",1337,"n"
"village","Morogoro","Kilosa","Madoto","Madoto",1553,"n"
"ward","Morogoro","Kilosa","Tindiga","",13291,"y"
"village","Morogoro","Kilosa","Tindiga","Kwalukwambe",638,"n"
"village","Morogoro","Kilosa","Tindiga","Malangali",3688,"n"
"village","Morogoro","Kilosa","Tindiga","Tindiga",5060,"n"
"village","Morogoro","Kilosa","Tindiga","Malui",3905,"n"
"ward","Morogoro","Kilosa","Ruaha","",27577,"y"
"village","Morogoro","Kilosa","Ruaha","Kifinga",6118,"n"
"village","Morogoro","Kilosa","Ruaha","Ruaha",21459,"n"
"district","Morogoro","Morogoro","","",286248,"n"
"ward","Morogoro","Morogoro","Kasanga","",6558,"y"
"village","Morogoro","Morogoro","Kasanga","Kasanga",1864,"n"
"village","Morogoro","Morogoro","Kasanga","Kitonga",2305,"n"
"village","Morogoro","Morogoro","Kasanga","Longwe",750,"n"
"village","Morogoro","Morogoro","Kasanga","Ukwama",1639,"n"
"ward","Morogoro","Morogoro","Kolero","",9301,"y"
"village","Morogoro","Morogoro","Kolero","Lukange",1916,"n"
"village","Morogoro","Morogoro","Kolero","Temekelo",882,"n"
"village","Morogoro","Morogoro","Kolero","Kolero",2320,"n"
"village","Morogoro","Morogoro","Kolero","Lubasazi",1845,"n"
"village","Morogoro","Morogoro","Kolero","Malani",1352,"n"
"village","Morogoro","Morogoro","Kolero","Mlagano",986,"n"
"ward","Morogoro","Morogoro","Mvuha","",14250,"y"
"village","Morogoro","Morogoro","Mvuha","Mvuha",2382,"n"
"village","Morogoro","Morogoro","Mvuha","Msonge",1712,"n"
"village","Morogoro","Morogoro","Mvuha","Lukulunge",1192,"n"
"village","Morogoro","Morogoro","Mvuha","Tulo",1593,"n"
"village","Morogoro","Morogoro","Mvuha","Kongwa",3780,"n"
"village","Morogoro","Morogoro","Mvuha","Dala",3591,"n"
"ward","Morogoro","Morogoro","Selembala","",6861,"y"
"village","Morogoro","Morogoro","Selembala","Magogoni",1986,"n"
"village","Morogoro","Morogoro","Selembala","Kiganila",1386,"n"
"village","Morogoro","Morogoro","Selembala","Bwila juu",1143,"n"
"village","Morogoro","Morogoro","Selembala","Bwila chini",1607,"n"
"village","Morogoro","Morogoro","Selembala","Kibulumo",739,"n"
"ward","Morogoro","Morogoro","Bwakila chini","",13718,"n"
"village","Morogoro","Morogoro","Bwakila chini","Dakawa",2141,"n"
"village","Morogoro","Morogoro","Bwakila chini","Bwakila Chini",1968,"n"
"village","Morogoro","Morogoro","Bwakila chini","Bonye",4421,"n"
"village","Morogoro","Morogoro","Bwakila chini","Mbwade",5188,"n"
"ward","Morogoro","Morogoro","Bwakila juu","",5976,"n"
"village","Morogoro","Morogoro","Bwakila juu","Bwakila juu",2793,"n"
"village","Morogoro","Morogoro","Bwakila juu","Kumba",3183,"n"
"ward","Morogoro","Morogoro","Kisaki","",13510,"y"
"village","Morogoro","Morogoro","Kisaki","Nyarutanga",4877,"n"
"village","Morogoro","Morogoro","Kisaki","Gomero",2714,"n"
"village","Morogoro","Morogoro","Kisaki","Kisaki Kituoni",4222,"n"
"village","Morogoro","Morogoro","Kisaki","Kichangani",1697,"n"
"ward","Morogoro","Morogoro","Mngazi","",9528,"y"
"village","Morogoro","Morogoro","Mngazi","Sesenga",1711,"n"
"village","Morogoro","Morogoro","Mngazi","Milengwelengwe",2022,"n"
"village","Morogoro","Morogoro","Mngazi","Vigolegole",3274,"n"
"village","Morogoro","Morogoro","Mngazi","Mngazi",2521,"n"
"ward","Morogoro","Morogoro","Singisa","",11493,"y"
"village","Morogoro","Morogoro","Singisa","Ntala",1054,"n"
"village","Morogoro","Morogoro","Singisa","Lumba Chini",4758,"n"
"village","Morogoro","Morogoro","Singisa","Lumba juu",1685,"n"
"village","Morogoro","Morogoro","Singisa","Nyamigadu 'A'",955,"n"
"village","Morogoro","Morogoro","Singisa","Nyamigadu 'B'",1036,"n"
"village","Morogoro","Morogoro","Singisa","Singisa",2005,"n"
"ward","Morogoro","Morogoro","Mkambarani","",11552,"y"
"village","Morogoro","Morogoro","Mkambarani","Mkono wa Mara",1721,"n"
"village","Morogoro","Morogoro","Mkambarani","Mkambarani",5155,"n"
"village","Morogoro","Morogoro","Mkambarani","Kizinga",2111,"n"
"village","Morogoro","Morogoro","Mkambarani","Pangawe",2564,"n"
"ward","Morogoro","Morogoro","Mikese","",15569,"y"
"village","Morogoro","Morogoro","Mikese","Fulwe",5927,"n"
"village","Morogoro","Morogoro","Mikese","Lubungo",2707,"n"
"village","Morogoro","Morogoro","Mikese","Muhunga mkola",1424,"n"
"village","Morogoro","Morogoro","Mikese","Mikese mjini",3055,"n"
"village","Morogoro","Morogoro","Mikese","Mtego wa Simba",1191,"n"
"village","Morogoro","Morogoro","Mikese","Newland",1264,"n"
"ward","Morogoro","Morogoro","Kidugalo","",9273,"y"
"village","Morogoro","Morogoro","Kidugalo","Kidugalo",1753,"n"
"village","Morogoro","Morogoro","Kidugalo","Visaraka",918,"n"
"village","Morogoro","Morogoro","Kidugalo","Magera",685,"n"
"village","Morogoro","Morogoro","Kidugalo","Lubumu",608,"n"
"village","Morogoro","Morogoro","Kidugalo","Seregete 'A'",452,"n"
"village","Morogoro","Morogoro","Kidugalo","Seregete 'B'",1427,"n"
"village","Morogoro","Morogoro","Kidugalo","Kisemo",2391,"n"
"village","Morogoro","Morogoro","Kidugalo","Pulambili",1040,"n"
"ward","Morogoro","Morogoro","Mkulazi","",5065,"y"
"village","Morogoro","Morogoro","Mkulazi","Chanyumbu",1420,"n"
"village","Morogoro","Morogoro","Mkulazi","Usungura",1342,"n"
"village","Morogoro","Morogoro","Mkulazi","Mkulazi",608,"n"
"village","Morogoro","Morogoro","Mkulazi","Kidunda",1694,"n"
"ward","Morogoro","Morogoro","Ngerengere","",11780,"y"
"village","Morogoro","Morogoro","Ngerengere","Sinyaulime",3601,"n"
"village","Morogoro","Morogoro","Ngerengere","Ngerengere",6665,"n"
"village","Morogoro","Morogoro","Ngerengere","Kiwege",1514,"n"
"ward","Morogoro","Morogoro","Tununguo","",7462,"y"
"village","Morogoro","Morogoro","Tununguo","Kisanga stand",1842,"n"
"village","Morogoro","Morogoro","Tununguo","Mlilingwa",1363,"n"
"village","Morogoro","Morogoro","Tununguo","Tununguo",2587,"n"
"village","Morogoro","Morogoro","Tununguo","Dete",1669,"n"
"ward","Morogoro","Morogoro","Kinole","",11944,"y"
"village","Morogoro","Morogoro","Kinole","Tandai",4354,"n"
"village","Morogoro","Morogoro","Kinole","Amini",1731,"n"
"village","Morogoro","Morogoro","Kinole","Kalundwa",2152,"n"
"village","Morogoro","Morogoro","Kinole","Rudewa",1374,"n"
"village","Morogoro","Morogoro","Kinole","Lung'ala",1238,"n"
"village","Morogoro","Morogoro","Kinole","Mangala",1094,"n"
"ward","Morogoro","Morogoro","Kiroka","",21853,"y"
"village","Morogoro","Morogoro","Kiroka","Kiroka",5907,"n"
"village","Morogoro","Morogoro","Kiroka","Kiziwa",3891,"n"
"village","Morogoro","Morogoro","Kiroka","Kikundi",5647,"n"
"village","Morogoro","Morogoro","Kiroka","Kungwe",4538,"n"
"village","Morogoro","Morogoro","Kiroka","Bamba",1870,"n"
"ward","Morogoro","Morogoro","Mkuyuni","",17935,"y"
"village","Morogoro","Morogoro","Mkuyuni","Kibuko",1993,"n"
"village","Morogoro","Morogoro","Mkuyuni","Mwarazi",1979,"n"
"village","Morogoro","Morogoro","Mkuyuni","Changa",2290,"n"
"village","Morogoro","Morogoro","Mkuyuni","Kivuma",1517,"n"
"village","Morogoro","Morogoro","Mkuyuni","Mkuyuni",2137,"n"
"village","Morogoro","Morogoro","Mkuyuni","Kibwaya",2297,"n"
"village","Morogoro","Morogoro","Mkuyuni","Mfumbwe",2578,"n"
"village","Morogoro","Morogoro","Mkuyuni","Madam",1169,"n"
"village","Morogoro","Morogoro","Mkuyuni","Luholela",1974,"n"
"ward","Morogoro","Morogoro","Tegetero","",6644,"y"
"village","Morogoro","Morogoro","Tegetero","Hewe",1082,"n"
"village","Morogoro","Morogoro","Tegetero","Tegetero",1719,"n"
"village","Morogoro","Morogoro","Tegetero","Bagilo",1943,"n"
"village","Morogoro","Morogoro","Tegetero","Mifulu",1900,"n"
"ward","Morogoro","Morogoro","Kibogwa","",7986,"y"
"village","Morogoro","Morogoro","Kibogwa","Kifulu",706,"n"
"village","Morogoro","Morogoro","Kibogwa","Kibogwa",2098,"n"
"village","Morogoro","Morogoro","Kibogwa","Nyachiro",1095,"n"
"village","Morogoro","Morogoro","Kibogwa","Mambani",1549,"n"
"village","Morogoro","Morogoro","Kibogwa","Kirunga",1394,"n"
"village","Morogoro","Morogoro","Kibogwa","Kaloni",1145,"n"
"ward","Morogoro","Morogoro","Kibungo Juu","",6304,"y"
"village","Morogoro","Morogoro","Kibungo Juu","Nyingwa",1678,"n"
"village","Morogoro","Morogoro","Kibungo Juu","Lanzi",1295,"n"
"village","Morogoro","Morogoro","Kibungo Juu","Kibungo",1208,"n"
"village","Morogoro","Morogoro","Kibungo Juu","Dimilo",1016,"n"
"village","Morogoro","Morogoro","Kibungo Juu","Lukenge",1107,"n"
"ward","Morogoro","Morogoro","Kisemu","",9137,"y"
"village","Morogoro","Morogoro","Kisemu","Mtamba",4896,"n"
"village","Morogoro","Morogoro","Kisemu","Nige",1041,"n"
"village","Morogoro","Morogoro","Kisemu","Gozo",1348,"n"
"village","Morogoro","Morogoro","Kisemu","Kibangile",1852,"n"
"ward","Morogoro","Morogoro","Lundi","",9685,"y"
"village","Morogoro","Morogoro","Lundi","Vihengele",1114,"n"
"village","Morogoro","Morogoro","Lundi","Tambuu",1922,"n"
"village","Morogoro","Morogoro","Lundi","Lundi",2365,"n"
"village","Morogoro","Morogoro","Lundi","Ngong'olo",2239,"n"
"village","Morogoro","Morogoro","Lundi","Misaga",1034,"n"
"village","Morogoro","Morogoro","Lundi","Muungano",1012,"n"
"ward","Morogoro","Morogoro","Mtombozi","",9215,"y"
"village","Morogoro","Morogoro","Mtombozi","Baga",1485,"n"
"village","Morogoro","Morogoro","Mtombozi","Lusange",1423,"n"
"village","Morogoro","Morogoro","Mtombozi","Ng'weme",686,"n"
"village","Morogoro","Morogoro","Mtombozi","Lugeni",1035,"n"
"village","Morogoro","Morogoro","Mtombozi","Kibwege",1208,"n"
"village","Morogoro","Morogoro","Mtombozi","Mtombozi",1636,"n"
"village","Morogoro","Morogoro","Mtombozi","Tandali",1742,"n"
"ward","Morogoro","Morogoro","Tawa","",11019,"y"
"village","Morogoro","Morogoro","Tawa","Tawa",2089,"n"
"village","Morogoro","Morogoro","Tawa","Kisarawe",1532,"n"
"village","Morogoro","Morogoro","Tawa","Milawilila",947,"n"
"village","Morogoro","Morogoro","Tawa","Logo",1025,"n"
"village","Morogoro","Morogoro","Tawa","Kilemela",973,"n"
"village","Morogoro","Morogoro","Tawa","Uponda",1243,"n"
"village","Morogoro","Morogoro","Tawa","Kifindike",1610,"n"
"village","Morogoro","Morogoro","Tawa","Kitungwa",1600,"n"
"ward","Morogoro","Morogoro","Matuli","",6103,"y"
"village","Morogoro","Morogoro","Matuli","Lulongwe",844,"n"
"village","Morogoro","Morogoro","Matuli","Diguzi",1811,"n"
"village","Morogoro","Morogoro","Matuli","Matuli",1963,"n"
"village","Morogoro","Morogoro","Matuli","Kwamba",1485,"n"
"ward","Morogoro","Morogoro","Gwata","",6575,"y"
"village","Morogoro","Morogoro","Gwata","Gwataujembe",2379,"n"
"village","Morogoro","Morogoro","Gwata","Kinonko",1156,"n"
"village","Morogoro","Morogoro","Gwata","Maseyu",3040,"n"
"ward","Morogoro","Morogoro","Konde","",5546,"y"
"village","Morogoro","Morogoro","Konde","Mlono",1867,"n"
"village","Morogoro","Morogoro","Konde","Konde",1915,"n"
"village","Morogoro","Morogoro","Konde","Kiswira",1764,"n"
"ward","Morogoro","Morogoro","Bungu","",4406,"y"
"village","Morogoro","Morogoro","Bungu","Bungu",1657,"n"
"village","Morogoro","Morogoro","Bungu","Balani",1052,"n"
"village","Morogoro","Morogoro","Bungu","Mihange",742,"n"
"village","Morogoro","Morogoro","Bungu","Koloni",955,"n"
"district","Morogoro","Kilombero","","",407880,"n"
"ward","Morogoro","Kilombero","Kidatu","",32589,"y"
"village","Morogoro","Kilombero","Kidatu","kidatu",7496,"n"
"village","Morogoro","Kilombero","Kidatu","Msolwa station",8285,"n"
"village","Morogoro","Kilombero","Kidatu","Mkamba",16809,"n"
"ward","Morogoro","Kilombero","Sanje","",11041,"y"
"village","Morogoro","Kilombero","Sanje","Sanje",4071,"n"
"village","Morogoro","Kilombero","Sanje","Msolwa ujamaa",5680,"n"
"village","Morogoro","Kilombero","Sanje","Miwangani",1289,"n"
"ward","Morogoro","Kilombero","Mkula","",9090,"y"
"village","Morogoro","Kilombero","Mkula","Msufini",1492,"n"
"village","Morogoro","Kilombero","Mkula","Mkula",1844,"n"
"village","Morogoro","Kilombero","Mkula","Magombera",949,"n"
